"State Exports by HS Commodities"
"Current date: 11/01/2020 10:32 PM (Eastern Standard Time)"
"State","Commodity","Country","Time","Total Value ($US)",
"Alabama","All Commodities","China","2013","2,468,189,824"
"Alabama","All Commodities","China","2014","3,126,072,547"
"Alabama","All Commodities","China","2015","3,108,154,860"
"Alabama","All Commodities","China","2016","3,268,049,805"
"Alabama","All Commodities","China","2017","3,572,152,204"
"Alabama","All Commodities","China","2018","3,011,079,907"
"Alaska","All Commodities","China","2013","1,236,228,045"
"Alaska","All Commodities","China","2014","1,467,365,926"
"Alaska","All Commodities","China","2015","1,203,202,694"
"Alaska","All Commodities","China","2016","1,184,207,360"
"Alaska","All Commodities","China","2017","1,322,284,306"
"Alaska","All Commodities","China","2018","1,017,725,463"
"Arizona","All Commodities","China","2013","1,079,923,163"
"Arizona","All Commodities","China","2014","1,019,397,109"
"Arizona","All Commodities","China","2015","1,263,395,741"
"Arizona","All Commodities","China","2016","1,210,330,568"
"Arizona","All Commodities","China","2017","1,190,205,909"
"Arizona","All Commodities","China","2018","1,199,018,694"
"Arkansas","All Commodities","China","2013","683,491,341"
"Arkansas","All Commodities","China","2014","436,877,485"
"Arkansas","All Commodities","China","2015","202,606,828"
"Arkansas","All Commodities","China","2016","274,654,062"
"Arkansas","All Commodities","China","2017","366,955,664"
"Arkansas","All Commodities","China","2018","307,175,372"
"California","All Commodities","China","2013","16,295,189,362"
"California","All Commodities","China","2014","16,068,569,630"
"California","All Commodities","China","2015","14,384,346,130"
"California","All Commodities","China","2016","14,322,582,932"
"California","All Commodities","China","2017","16,432,172,106"
"California","All Commodities","China","2018","16,368,681,847"
"Colorado","All Commodities","China","2013","658,636,133"
"Colorado","All Commodities","China","2014","653,396,787"
"Colorado","All Commodities","China","2015","658,760,689"
"Colorado","All Commodities","China","2016","588,904,588"
"Colorado","All Commodities","China","2017","585,845,439"
"Colorado","All Commodities","China","2018","576,759,812"
"Connecticut","All Commodities","China","2013","912,514,686"
"Connecticut","All Commodities","China","2014","907,260,142"
"Connecticut","All Commodities","China","2015","1,028,878,276"
"Connecticut","All Commodities","China","2016","798,270,768"
"Connecticut","All Commodities","China","2017","794,964,718"
"Connecticut","All Commodities","China","2018","942,654,916"
"Delaware","All Commodities","China","2013","449,405,605"
"Delaware","All Commodities","China","2014","456,012,439"
"Delaware","All Commodities","China","2015","387,463,389"
"Delaware","All Commodities","China","2016","340,818,940"
"Delaware","All Commodities","China","2017","353,624,267"
"Delaware","All Commodities","China","2018","381,073,749"
"Dist of Columbia","All Commodities","China","2013","2,389,153"
"Dist of Columbia","All Commodities","China","2014","5,287,791"
"Dist of Columbia","All Commodities","China","2015","3,313,049"
"Dist of Columbia","All Commodities","China","2016","976,519"
"Dist of Columbia","All Commodities","China","2017","1,808,542"
"Dist of Columbia","All Commodities","China","2018","2,676,194"
"Florida","All Commodities","China","2013","1,236,444,606"
"Florida","All Commodities","China","2014","1,160,240,609"
"Florida","All Commodities","China","2015","1,114,456,440"
"Florida","All Commodities","China","2016","1,205,565,717"
"Florida","All Commodities","China","2017","1,864,842,028"
"Florida","All Commodities","China","2018","2,076,924,447"
"Georgia","All Commodities","China","2013","3,729,130,995"
"Georgia","All Commodities","China","2014","3,083,902,156"
"Georgia","All Commodities","China","2015","2,652,873,457"
"Georgia","All Commodities","China","2016","2,580,830,759"
"Georgia","All Commodities","China","2017","2,834,994,036"
"Georgia","All Commodities","China","2018","2,978,112,373"
"Hawaii","All Commodities","China","2013","89,160,182"
"Hawaii","All Commodities","China","2014","221,174,936"
"Hawaii","All Commodities","China","2015","77,952,518"
"Hawaii","All Commodities","China","2016","83,036,472"
"Hawaii","All Commodities","China","2017","124,588,233"
"Hawaii","All Commodities","China","2018","35,103,721"
"Idaho","All Commodities","China","2013","468,120,596"
"Idaho","All Commodities","China","2014","481,661,441"
"Idaho","All Commodities","China","2015","560,695,742"
"Idaho","All Commodities","China","2016","620,521,143"
"Idaho","All Commodities","China","2017","353,259,770"
"Idaho","All Commodities","China","2018","417,511,713"
"Illinois","All Commodities","China","2013","5,695,040,556"
"Illinois","All Commodities","China","2014","4,714,411,140"
"Illinois","All Commodities","China","2015","4,851,260,307"
"Illinois","All Commodities","China","2016","5,083,247,704"
"Illinois","All Commodities","China","2017","5,275,528,255"
"Illinois","All Commodities","China","2018","3,457,541,133"
"Indiana","All Commodities","China","2013","1,345,675,263"
"Indiana","All Commodities","China","2014","1,436,745,813"
"Indiana","All Commodities","China","2015","1,265,292,551"
"Indiana","All Commodities","China","2016","1,752,925,642"
"Indiana","All Commodities","China","2017","2,067,436,594"
"Indiana","All Commodities","China","2018","1,957,274,977"
"Iowa","All Commodities","China","2013","618,680,514"
"Iowa","All Commodities","China","2014","949,158,289"
"Iowa","All Commodities","China","2015","1,204,071,854"
"Iowa","All Commodities","China","2016","535,995,656"
"Iowa","All Commodities","China","2017","598,704,426"
"Iowa","All Commodities","China","2018","626,869,587"
"Kansas","All Commodities","China","2013","1,703,410,607"
"Kansas","All Commodities","China","2014","1,183,662,324"
"Kansas","All Commodities","China","2015","986,258,749"
"Kansas","All Commodities","China","2016","745,031,698"
"Kansas","All Commodities","China","2017","705,811,507"
"Kansas","All Commodities","China","2018","656,968,011"
"Kentucky","All Commodities","China","2013","1,350,856,031"
"Kentucky","All Commodities","China","2014","1,653,553,131"
"Kentucky","All Commodities","China","2015","1,921,711,455"
"Kentucky","All Commodities","China","2016","1,760,381,336"
"Kentucky","All Commodities","China","2017","2,815,779,379"
"Kentucky","All Commodities","China","2018","2,233,190,639"
"Louisiana","All Commodities","China","2013","7,949,040,103"
"Louisiana","All Commodities","China","2014","8,436,701,335"
"Louisiana","All Commodities","China","2015","6,549,601,854"
"Louisiana","All Commodities","China","2016","7,978,306,254"
"Louisiana","All Commodities","China","2017","7,696,159,926"
"Louisiana","All Commodities","China","2018","3,016,208,748"
"Maine","All Commodities","China","2013","222,994,195"
"Maine","All Commodities","China","2014","184,310,893"
"Maine","All Commodities","China","2015","212,079,210"
"Maine","All Commodities","China","2016","206,535,443"
"Maine","All Commodities","China","2017","238,210,323"
"Maine","All Commodities","China","2018","204,526,289"
"Maryland","All Commodities","China","2013","564,281,631"
"Maryland","All Commodities","China","2014","733,383,678"
"Maryland","All Commodities","China","2015","487,503,301"
"Maryland","All Commodities","China","2016","485,074,862"
"Maryland","All Commodities","China","2017","599,625,605"
"Maryland","All Commodities","China","2018","591,939,930"
"Massachusetts","All Commodities","China","2013","1,979,640,476"
"Massachusetts","All Commodities","China","2014","2,294,081,373"
"Massachusetts","All Commodities","China","2015","2,054,891,001"
"Massachusetts","All Commodities","China","2016","2,166,496,772"
"Massachusetts","All Commodities","China","2017","2,303,432,091"
"Massachusetts","All Commodities","China","2018","2,637,417,245"
"Michigan","All Commodities","China","2013","4,135,839,920"
"Michigan","All Commodities","China","2014","3,402,506,308"
"Michigan","All Commodities","China","2015","3,201,974,652"
"Michigan","All Commodities","China","2016","3,268,595,183"
"Michigan","All Commodities","China","2017","3,673,325,327"
"Michigan","All Commodities","China","2018","3,554,073,992"
"Minnesota","All Commodities","China","2013","1,964,229,920"
"Minnesota","All Commodities","China","2014","1,800,701,740"
"Minnesota","All Commodities","China","2015","1,806,432,135"
"Minnesota","All Commodities","China","2016","1,829,875,047"
"Minnesota","All Commodities","China","2017","1,987,736,942"
"Minnesota","All Commodities","China","2018","2,260,269,737"
"Mississippi","All Commodities","China","2013","669,682,127"
"Mississippi","All Commodities","China","2014","644,187,855"
"Mississippi","All Commodities","China","2015","519,516,896"
"Mississippi","All Commodities","China","2016","564,946,973"
"Mississippi","All Commodities","China","2017","786,333,448"
"Mississippi","All Commodities","China","2018","627,553,069"
"Missouri","All Commodities","China","2013","849,747,626"
"Missouri","All Commodities","China","2014","876,803,073"
"Missouri","All Commodities","China","2015","876,433,911"
"Missouri","All Commodities","China","2016","864,108,018"
"Missouri","All Commodities","China","2017","929,392,186"
"Missouri","All Commodities","China","2018","780,199,573"
"Montana","All Commodities","China","2013","93,273,360"
"Montana","All Commodities","China","2014","106,239,013"
"Montana","All Commodities","China","2015","134,593,120"
"Montana","All Commodities","China","2016","103,115,968"
"Montana","All Commodities","China","2017","128,631,586"
"Montana","All Commodities","China","2018","114,529,463"
"Nebraska","All Commodities","China","2013","588,233,803"
"Nebraska","All Commodities","China","2014","609,530,324"
"Nebraska","All Commodities","China","2015","484,048,083"
"Nebraska","All Commodities","China","2016","470,365,779"
"Nebraska","All Commodities","China","2017","483,177,284"
"Nebraska","All Commodities","China","2018","424,063,992"
"Nevada","All Commodities","China","2013","592,800,806"
"Nevada","All Commodities","China","2014","584,304,083"
"Nevada","All Commodities","China","2015","427,696,000"
"Nevada","All Commodities","China","2016","586,094,103"
"Nevada","All Commodities","China","2017","804,767,064"
"Nevada","All Commodities","China","2018","916,837,648"
"New Hampshire","All Commodities","China","2013","265,790,179"
"New Hampshire","All Commodities","China","2014","298,461,586"
"New Hampshire","All Commodities","China","2015","282,254,880"
"New Hampshire","All Commodities","China","2016","301,526,593"
"New Hampshire","All Commodities","China","2017","423,409,393"
"New Hampshire","All Commodities","China","2018","367,626,494"
"New Jersey","All Commodities","China","2013","1,561,406,497"
"New Jersey","All Commodities","China","2014","1,411,237,215"
"New Jersey","All Commodities","China","2015","1,536,898,575"
"New Jersey","All Commodities","China","2016","1,416,513,219"
"New Jersey","All Commodities","China","2017","1,578,833,861"
"New Jersey","All Commodities","China","2018","1,572,737,169"
"New Mexico","All Commodities","China","2013","96,456,470"
"New Mexico","All Commodities","China","2014","105,893,888"
"New Mexico","All Commodities","China","2015","117,211,490"
"New Mexico","All Commodities","China","2016","496,888,553"
"New Mexico","All Commodities","China","2017","1,002,092,882"
"New Mexico","All Commodities","China","2018","1,256,727,089"
"New York","All Commodities","China","2013","5,036,663,352"
"New York","All Commodities","China","2014","4,291,818,629"
"New York","All Commodities","China","2015","3,743,235,401"
"New York","All Commodities","China","2016","2,772,751,426"
"New York","All Commodities","China","2017","3,168,328,608"
"New York","All Commodities","China","2018","3,441,048,753"
"North Carolina","All Commodities","China","2013","2,693,660,324"
"North Carolina","All Commodities","China","2014","2,689,586,878"
"North Carolina","All Commodities","China","2015","2,186,129,805"
"North Carolina","All Commodities","China","2016","2,189,605,682"
"North Carolina","All Commodities","China","2017","2,361,508,071"
"North Carolina","All Commodities","China","2018","2,317,547,593"
"North Dakota","All Commodities","China","2013","23,530,070"
"North Dakota","All Commodities","China","2014","49,960,606"
"North Dakota","All Commodities","China","2015","16,950,955"
"North Dakota","All Commodities","China","2016","22,123,342"
"North Dakota","All Commodities","China","2017","51,568,620"
"North Dakota","All Commodities","China","2018","21,509,845"
"Ohio","All Commodities","China","2013","3,373,339,583"
"Ohio","All Commodities","China","2014","3,883,634,196"
"Ohio","All Commodities","China","2015","3,357,633,745"
"Ohio","All Commodities","China","2016","3,752,379,670"
"Ohio","All Commodities","China","2017","3,814,728,744"
"Ohio","All Commodities","China","2018","3,635,599,309"
"Oklahoma","All Commodities","China","2013","428,223,386"
"Oklahoma","All Commodities","China","2014","273,552,793"
"Oklahoma","All Commodities","China","2015","165,917,040"
"Oklahoma","All Commodities","China","2016","217,676,853"
"Oklahoma","All Commodities","China","2017","222,279,963"
"Oklahoma","All Commodities","China","2018","202,970,210"
"Oregon","All Commodities","China","2013","3,380,085,276"
"Oregon","All Commodities","China","2014","4,263,242,010"
"Oregon","All Commodities","China","2015","4,796,165,218"
"Oregon","All Commodities","China","2016","5,812,345,931"
"Oregon","All Commodities","China","2017","3,933,111,315"
"Oregon","All Commodities","China","2018","4,741,286,105"
"Pennsylvania","All Commodities","China","2013","2,926,263,761"
"Pennsylvania","All Commodities","China","2014","2,399,345,861"
"Pennsylvania","All Commodities","China","2015","2,062,486,582"
"Pennsylvania","All Commodities","China","2016","2,221,755,590"
"Pennsylvania","All Commodities","China","2017","2,562,392,585"
"Pennsylvania","All Commodities","China","2018","2,573,838,686"
"Puerto Rico","All Commodities","China","2013","705,590,194"
"Puerto Rico","All Commodities","China","2014","941,913,185"
"Puerto Rico","All Commodities","China","2015","823,305,044"
"Puerto Rico","All Commodities","China","2016","677,428,496"
"Puerto Rico","All Commodities","China","2017","739,444,076"
"Puerto Rico","All Commodities","China","2018","1,135,472,558"
"Rhode Island","All Commodities","China","2013","97,751,917"
"Rhode Island","All Commodities","China","2014","115,836,501"
"Rhode Island","All Commodities","China","2015","129,631,398"
"Rhode Island","All Commodities","China","2016","162,874,126"
"Rhode Island","All Commodities","China","2017","166,251,032"
"Rhode Island","All Commodities","China","2018","144,379,342"
"South Carolina","All Commodities","China","2013","4,878,636,556"
"South Carolina","All Commodities","China","2014","4,229,925,705"
"South Carolina","All Commodities","China","2015","4,435,608,205"
"South Carolina","All Commodities","China","2016","6,433,559,225"
"South Carolina","All Commodities","China","2017","6,230,358,219"
"South Carolina","All Commodities","China","2018","5,637,106,553"
"South Dakota","All Commodities","China","2013","48,539,157"
"South Dakota","All Commodities","China","2014","39,269,329"
"South Dakota","All Commodities","China","2015","34,141,408"
"South Dakota","All Commodities","China","2016","64,760,441"
"South Dakota","All Commodities","China","2017","63,595,089"
"South Dakota","All Commodities","China","2018","47,820,929"
"Tennessee","All Commodities","China","2013","2,224,946,122"
"Tennessee","All Commodities","China","2014","2,334,004,006"
"Tennessee","All Commodities","China","2015","2,249,853,488"
"Tennessee","All Commodities","China","2016","2,223,333,110"
"Tennessee","All Commodities","China","2017","2,499,887,846"
"Tennessee","All Commodities","China","2018","2,503,283,779"
"Texas","All Commodities","China","2013","10,847,291,403"
"Texas","All Commodities","China","2014","10,918,892,470"
"Texas","All Commodities","China","2015","11,502,315,456"
"Texas","All Commodities","China","2016","10,762,199,129"
"Texas","All Commodities","China","2017","16,595,870,687"
"Texas","All Commodities","China","2018","16,627,264,394"
"US Virgin Islands","All Commodities","China","2013","153,660"
"US Virgin Islands","All Commodities","China","2014","5,506,781"
"US Virgin Islands","All Commodities","China","2015","130,962"
"US Virgin Islands","All Commodities","China","2016","110,285"
"US Virgin Islands","All Commodities","China","2017","110,751"
"US Virgin Islands","All Commodities","China","2018","1,154,346"
"Utah","All Commodities","China","2013","1,412,734,461"
"Utah","All Commodities","China","2014","891,677,493"
"Utah","All Commodities","China","2015","841,024,830"
"Utah","All Commodities","China","2016","648,258,163"
"Utah","All Commodities","China","2017","737,978,004"
"Utah","All Commodities","China","2018","575,915,165"
"Vermont","All Commodities","China","2013","491,036,877"
"Vermont","All Commodities","China","2014","274,869,724"
"Vermont","All Commodities","China","2015","220,036,063"
"Vermont","All Commodities","China","2016","176,262,040"
"Vermont","All Commodities","China","2017","201,880,989"
"Vermont","All Commodities","China","2018","168,139,209"
"Virginia","All Commodities","China","2013","1,871,492,255"
"Virginia","All Commodities","China","2014","1,965,794,376"
"Virginia","All Commodities","China","2015","1,569,307,462"
"Virginia","All Commodities","China","2016","1,625,657,738"
"Virginia","All Commodities","China","2017","1,719,750,085"
"Virginia","All Commodities","China","2018","1,212,948,303"
"Washington","All Commodities","China","2013","16,710,775,729"
"Washington","All Commodities","China","2014","20,693,342,014"
"Washington","All Commodities","China","2015","19,483,177,883"
"Washington","All Commodities","China","2016","16,122,645,413"
"Washington","All Commodities","China","2017","17,965,392,303"
"Washington","All Commodities","China","2018","15,881,904,022"
"West Virginia","All Commodities","China","2013","625,670,270"
"West Virginia","All Commodities","China","2014","556,294,065"
"West Virginia","All Commodities","China","2015","456,311,287"
"West Virginia","All Commodities","China","2016","465,493,568"
"West Virginia","All Commodities","China","2017","535,371,667"
"West Virginia","All Commodities","China","2018","484,349,603"
"Wisconsin","All Commodities","China","2013","1,658,633,542"
"Wisconsin","All Commodities","China","2014","1,561,507,370"
"Wisconsin","All Commodities","China","2015","1,544,328,978"
"Wisconsin","All Commodities","China","2016","1,427,167,069"
"Wisconsin","All Commodities","China","2017","1,732,185,817"
"Wisconsin","All Commodities","China","2018","1,631,828,940"
"Wyoming","All Commodities","China","2013","15,152,891"
"Wyoming","All Commodities","China","2014","19,014,795"
"Wyoming","All Commodities","China","2015","12,227,403"
"Wyoming","All Commodities","China","2016","31,487,206"
"Wyoming","All Commodities","China","2017","36,655,717"
"Wyoming","All Commodities","China","2018","52,952,270"
"Unknown","All Commodities","China","2013","740,114,076"
"Unknown","All Commodities","China","2014","745,122,560"
"Unknown","All Commodities","China","2015","677,616,864"
"Unknown","All Commodities","China","2016","690,135,538"
"Unknown","All Commodities","China","2017","762,491,754"
"Unknown","All Commodities","China","2018","679,914,970"
